codigo_ibge,anomes_s,cebas_cnpj_entidade_s,cebas_razao_social_entidade_s,cebas_status_certificacao_s,cebas_cod_status_certificacao_i,cebas_dt_inicio_certificacao_s,cebas_dt_fim_certificacao_s,cebas_dt_extracao_dados_s
261160,202410,11.440.773/0001-05,ASSOCIAÇÃO LAR DO NENEN,VIGENTE,2,30/11/2021,31/12/2027,24/10/2024
352500,202410,11.451.794/0001-26,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JANDIRA APAE,VIGENTE,2,31/01/2024,30/01/2027,24/10/2024
430510,202410,11.453.014/0001-87,ASSOCIAÇÃO MÃO AMIGA,VIGENTE,2,29/05/2021,31/12/2025,24/10/2024
261110,202410,11.470.259/0001-12,ASSOCIACAO DOS AMIGOS DOS PETRAPE,VIGENTE,2,05/08/2022,04/08/2025,24/10/2024
316310,202410,11.474.268/0001-81,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SÃO JOSÉ DA VARGINHA,VIGENTE,2,02/02/2019,31/12/2025,24/10/2024
260990,202410,11.475.142/0001-21,CAATINGA,VIGENTE,2,01/12/2020,31/12/2024,24/10/2024
261110,202410,11.477.072/0001-40,CENTRO MARIA AUXILIADORA PRÓ MENOR CARENTE,VIGENTE,2,10/11/2021,09/11/2026,24/10/2024
411580,202410,11.483.768/0001-80,ENTIDADE FILANTRÓPICA O BOM SAMARITANO,VIGENTE,2,28/08/2021,31/12/2027,24/10/2024
260500,202410,11.492.609/0001-41,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CUPIRA,VÁLIDA,1,13/05/2019,31/12/2023,24/10/2024
313670,202410,01.149.866/0001-21,CENTRO DE APOIO E SOLIDARIED'AIDS,VIGENTE,2,28/04/2020,31/12/2026,24/10/2024
500325,202410,01.150.287/0001-07,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE C. RICA,VIGENTE,2,29/06/2018,31/12/2024,24/10/2024
430165,202410,01.150.454/0001-01,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE BARÃO,VIGENTE,2,10/12/2020,31/12/2026,24/10/2024
351300,202410,11.512.700/0001-81,INSTITUTO ADHARA,VIGENTE,2,30/07/2021,31/12/2025,24/10/2024
420120,202410,11.516.858/0001-20,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ANTÔNIO CARLOS,VIGENTE,2,26/02/2021,31/12/2025,24/10/2024
250400,202410,11.534.319/0001-13,INSTITUTO ASSISTENCIAL PROFESSOR JOAQUIM AMORIM NETO,VÁLIDA,1,18/06/2019,31/12/2023,24/10/2024
521000,202410,01.154.509/0001-51,ASSOCIAÇÃO LAR DE SANTANA DE INHUMAS,VIGENTE,2,22/03/2022,31/12/2026,24/10/2024
312230,202410,11.549.333/0001-90,ASSOCIACAO PARA A PREVENCAO E COMBATE AO CANCER INFANTIL E ADULTO - S.O.S DO CANCER,VIGENTE,2,06/09/2024,05/09/2027,24/10/2024
313670,202410,11.550.709/0001-87,ASSOCIAÇÃO DE APOIO AS CRIANÇAS E IDOSOS- AACI,VIGENTE,2,11/10/2022,10/10/2025,24/10/2024
500085,202410,01.155.249/0001-39,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,2,10/07/2020,31/12/2026,24/10/2024
260410,202410,01.156.276/0001-26,FEDERAÇÃO ESTADUAL DAS APAES DO ESTADO DE PERNAMBUCO,VÁLIDA,1,30/07/2021,29/07/2024,24/10/2024
410445,202410,01.156.547/0001-43,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CANTAGALO,VIGENTE,2,06/06/2019,31/12/2025,24/10/2024
520870,202410,11.595.331/0001-38,INSTITUTO DE PROMOÇÃO HUMANA. APRENDIZAGEM E CULTURA - IPHAC,VIGENTE,2,26/03/2022,25/03/2025,24/10/2024
430695,202410,11.603.390/0001-00,ASSOCIAÇÃO AFLORAR DE ACOLHIMENTO. AMPARO. AFETO E PROTEÇÃO A CRIANÇAS. ADOLESCENTES E JOVENS,VIGENTE,2,30/07/2018,31/12/2024,24/10/2024
261070,202410,01.160.767/0001-40,ASSOCIAÇÃO SANTA CLARA,VIGENTE,2,02/02/2019,31/12/2025,24/10/2024
530010,202410,00.116.301/0001-85,GRÊMIO ESPÍRITA ATUALPA BARBOSA LIMA,VIGENTE,2,26/09/2021,25/09/2026,24/10/2024
500270,202410,11.646.310/0001-02,ASSOCIAÇÃO CRIANÇAS DO BRASIL EM CAMPO GRANDE MS,VIGENTE,2,29/05/2018,31/12/2024,24/10/2024
150150,202410,11.652.626/0001-07,ASSOCIAÇÃO PROJETO VISÃO ÁGUIA,VIGENTE,2,06/09/2024,05/09/2027,24/10/2024
230190,202410,11.661.358/0001-81,INSTITUTO DE APOIO A CRIANÇA COM CÂNCER,VIGENTE,2,31/07/2020,31/12/2026,24/10/2024
110002,202410,01.166.235/0001-10,ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS DE ARIQUEMES,VIGENTE,2,29/09/2018,31/12/2024,24/10/2024
510760,202410,01.169.560/0001-37,FUNDAÇÃO LAR CRISTÃO,VIGENTE,2,09/04/2021,31/12/2025,24/10/2024
430700,202410,11.696.516/0001-39,ASSOCIAÇÃO AQUARELA PRÓ-AUTISTA,VIGENTE,2,31/10/2019,31/12/2025,24/10/2024
421670,202410,11.712.456/0001-09,ASSOCIAÇÃO BENEFICENTE. SOCIAL. EDUCACIONAL E CULTURAL APRISCO,VIGENTE,2,29/12/2020,31/12/2024,24/10/2024
316010,202410,00.117.144/0001-22,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE S A GRAMA,VÁLIDA,1,30/09/2019,31/12/2023,24/10/2024
351550,202410,01.173.360/0001-58,ASSOCIAÇÃO ASSISTENCIAL NOSSO LAR DE FERNANDÓPOLIS,VIGENTE,2,29/09/2018,31/12/2024,24/10/2024
317052,202410,11.735.270/0001-67,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE URUCUIA,VIGENTE,2,31/08/2020,31/12/2024,24/10/2024
410410,202410,11.739.442/0001-70,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO DO TENENTE - APAE,VIGENTE,2,30/11/2020,31/12/2026,24/10/2024
521380,202410,01.175.132/0001-17,CENTRO ESPÍRITA LUZ E CARIDADE,VIGENTE,2,22/03/2022,31/12/2026,24/10/2024
211130,202410,11.776.929/0001-23,FUNDAÇÃO MARANHENSE DE ASSISTÊNCIA COMUNITARIA,VÁLIDA,1,26/06/2021,25/06/2024,24/10/2024
310620,202410,01.179.360/0001-65,CASA DOS MENINOS,VIGENTE,2,26/04/2021,31/12/2025,24/10/2024
354850,202410,01.180.999/0001-60,ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL AO EXCEPCIONAL - CENTRO DE CONVIVÊNCIA MARIA HELENA - ABASE,VIGENTE,2,05/08/2022,04/08/2025,24/10/2024
352690,202410,01.181.142/0001-65,ASSOCIAÇÃO LIMEIRENSE DE CUIDADO E CARINHO,VIGENTE,2,26/03/2021,31/12/2025,24/10/2024
230440,202410,11.822.392/0001-90,CEN,VÁLIDA,1,05/12/2019,31/12/2023,24/10/2024
313240,202410,00.118.542/0001-63,"""CENTRO DE APOIO E INTEGRAÇÃO DO DEFICIENTE DE ITAJUBÁ """"ANÍSIO CÂNDIDO FERREIRA""""""",VIGENTE,2,30/11/2021,29/11/2026,24/10/2024
355030,202410,11.861.086/0001-63,ASSOCIAÇÃO FRANCISCANA DE SOLIDARIEDADE,VIGENTE,2,01/04/2021,31/12/2025,24/10/2024
261640,202410,11.867.801/0001-75,CASA DOS POBRES,VIGENTE,2,06/02/2020,31/12/2024,24/10/2024
261160,202410,11.868.882/0001-28,ASSOCIAÇÃO BENEFICENTE DOS CEGOS DO RECIFE,VIGENTE,2,01/04/2018,31/12/2024,24/10/2024
351170,202410,11.874.403/0001-86,CENTRO DE ATENDIMENTO AS PESSOAS ESPECIAIS DE CHARQUEADA FERMINIO GAVA,VIGENTE,2,05/12/2019,31/12/2025,24/10/2024
521190,202410,11.887.915/0001-87,ASSOCIAÇÃO AMOR E ARTE,VIGENTE,2,29/06/2018,31/12/2024,24/10/2024
354340,202410,11.891.829/0001-48,ASSOCIAÇÃO PROGRAMA DE MÃOS ESTENDIDAS,VIGENTE,2,27/03/2021,31/12/2027,24/10/2024
314535,202410,11.899.819/0001-59,ASSOCIAÇÃO DO LAR DO IDOSO IRMÃ GIOVANNA,VIGENTE,2,30/06/2019,31/12/2025,24/10/2024
352900,202410,11.911.681/0001-66,ASSOCIAÇÃO DE PAIS E AMIGOS DO AUTISTA - ESPAÇO POTENCIAL MARÍLIA,VIGENTE,2,29/09/2021,31/12/2025,24/10/2024
314300,202410,01.192.982/0001-23,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MONTE BELO,VIGENTE,2,13/12/2020,31/12/2026,24/10/2024
320340,202410,01.194.628/0001-38,ASSOCIAÇÃO PESTALOZZI DE MIMOSO DO SUL,VIGENTE,2,13/08/2021,31/12/2027,24/10/2024
351907,202410,01.196.808/0001-59,CCART- CENTRO DE CONVIVÊNCIA. APRENDIZAGEM. REABILITAÇÃO E TRABALHO,VIGENTE,2,28/04/2018,31/12/2024,24/10/2024
316350,202410,11.983.919/0001-69,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SÃO JOSÉ DO JACURI,VIGENTE,2,03/09/2018,31/12/2024,24/10/2024
312330,202410,12.014.362/0001-10,CASA LAR PARA IDOSOS ANTÔNIO ASTONE MAROTTA,VIGENTE,2,01/06/2020,31/12/2026,24/10/2024
411130,202410,01.203.341/0001-27,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAUNA DO SUL,VIGENTE,2,24/01/2021,31/12/2025,24/10/2024
520870,202410,01.206.329/0001-76,CIRCO LAHETO,VIGENTE,2,29/06/2020,31/12/2026,24/10/2024
330455,202410,01.206.652/0001-40,NOVO RUMO OBRAS SOCIAIS,VIGENTE,2,29/09/2020,31/12/2026,24/10/2024
314320,202410,01.207.873/0001-32,VILA ALLAN KARDEC,VIGENTE,2,26/07/2020,31/12/2026,24/10/2024
410690,202410,12.079.138/0001-07,INSTITUTO SEMEANDO A PAZ,VIGENTE,2,29/05/2018,31/12/2024,24/10/2024
355100,202410,12.112.771/0001-50,ASSOCIACAO DNA - DOANDO NOSSAS ACOES,VIGENTE,2,27/05/2021,31/12/2025,24/10/2024
210300,202410,12.122.826/0001-02,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAXIAS - MA,VIGENTE,2,28/08/2021,31/12/2025,24/10/2024
355030,202410,01.212.674/0001-12,INSTITUTO DAS IRMÃS DE SANTA DOROTHEA,VIGENTE,2,30/07/2021,31/12/2027,24/10/2024
317020,202410,12.134.197/0001-30,ORGANIZAÇAO SOCIAL VIDA PLENA,VIGENTE,2,31/10/2021,30/10/2026,24/10/2024
351340,202410,01.213.963/0001-36,FUNDAÇÃO CARLOS MARCELLO CAETANO,VIGENTE,2,17/11/2020,31/12/2024,24/10/2024
430850,202410,12.149.188/0001-13,ASSOCIAÇÃO DE DESENVOLVIMENTO SOCIAL DO NORTE DO RS,VÁLIDA,1,28/02/2019,31/12/2023,24/10/2024
291610,202410,12.150.985/0001-10,ASSOCIAÇÃO CENTRO DE ESTUDO E APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO E DA QUALIDADE DE VIDA DAS CRIANÇAS E ADOLESCENTES NO BRASIL - ILHA DAS CRIANÇAS,VIGENTE,2,28/04/2018,31/12/2024,24/10/2024
314520,202410,00.121.538/0001-54,APAE- ASSOC.PAIS E AMIGOS EXCEPCIONAIS NOVA SERRANA,VIGENTE,2,21/06/2020,31/12/2024,24/10/2024
220370,202410,12.175.485/0001-33,ASSOCIACAO PARA O BEM-ESTAR DO MENOR CARENTE DE ESPERANTINA-PI,VIGENTE,2,28/03/2021,31/12/2025,24/10/2024
220370,202410,12.175.584/0001-15,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ESPERANTINA,VIGENTE,2,31/10/2021,30/10/2024,24/10/2024
350170,202410,01.217.717/0001-52,FUNDACAO REVIVER,VIGENTE,2,30/11/2021,31/12/2025,24/10/2024
220550,202410,12.182.788/0001-83,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JOSÉ DE FREITAS,VIGENTE,2,02/02/2019,31/12/2025,24/10/2024
270430,202410,12.183.760/0001-60,LAR SÃO DOMINGOS,VIGENTE,2,22/03/2022,31/12/2026,24/10/2024
230940,202410,12.185.347/0001-35,ASSOCIAÇÃO DE PAIS E AMIGOS DO EXCEPCIONAL - APAE DE NOVO ORIENTE-CE,VIGENTE,2,27/03/2021,26/03/2026,24/10/2024
420540,202410,12.187.675/0001-70,CASA LAR LUZ DO CAMINHO,VIGENTE,2,29/09/2018,31/12/2024,24/10/2024
320530,202410,01.219.199/0001-06,CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA DO ESPIRITO SANTO - CIEE/ES,VÁLIDA,1,05/07/2019,31/12/2023,24/10/2024
355220,202410,12.207.727/0001-23,ASSOCIACAO CRIANCA FELIZ DE SOROCABA,VIGENTE,2,31/01/2021,31/12/2027,24/10/2024
270430,202410,12.212.544/0001-04,REDE FEMININA DE COMBATE AO CÂNCER AL,VIGENTE,2,16/05/2023,15/05/2026,24/10/2024
292200,202410,01.221.478/0001-04,ASSOCIACAO COMUNITARIA GOLFINHO,VIGENTE,2,21/10/2021,31/12/2025,24/10/2024
522045,202410,12.243.472/0001-54,ASSOCIAÇÃO PESTALOZZI DE SENADOR CANEDO,VIGENTE,2,01/09/2019,31/12/2025,24/10/2024
230440,202410,12.247.839/0001-08,INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E QUALIFICAÇÃO PROFISSIONAL,VÁLIDA,1,11/06/2021,10/06/2024,24/10/2024
410790,202410,12.256.507/0001-90,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FLORESTA,VIGENTE,2,01/03/2021,31/12/2027,24/10/2024
510840,202410,12.287.415/0001-77,LAR DOS IDOSOS SÃO VICENTE DE PAULO DE VARZEA GRANDE,VÁLIDA,1,28/02/2019,31/12/2023,24/10/2024
410690,202410,12.291.500/0001-09,ACAO SOCIAL PARA IGUALDADE DAS DIFERENCAS,VIGENTE,2,31/07/2020,31/12/2024,24/10/2024
521180,202410,01.231.042/0001-04,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JARAGUÁ,VIGENTE,2,18/12/2020,31/12/2026,24/10/2024
270430,202410,12.321.592/0001-22,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE MACEIÓ,VIGENTE,2,30/01/2021,31/12/2025,24/10/2024
410690,202410,01.234.649/0001-30,ASSOCIAÇÃO CAMINHO DA VIDA,VIGENTE,2,05/03/2021,31/12/2025,24/10/2024
315150,202410,12.356.331/0001-48,ASSOCIAÇÃO DE VALORIZAÇÃO E APOIO AOS MENORES DE PIUMHI AVAMEP,VIGENTE,2,30/09/2020,31/12/2024,24/10/2024
230440,202410,12.360.335/0001-08,ASSOCIAÇÃO BATISTA BENEFICENTE E MISSIONÁRIA,VIGENTE,2,22/11/2023,21/11/2026,24/10/2024
500100,202410,01.236.041/0001-44,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE APARECIDA DO TABOADO,VIGENTE,2,02/02/2019,31/12/2025,24/10/2024
500290,202410,01.236.413/0001-32,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEP DE CASSILANDIA,VIGENTE,2,22/02/2020,31/12/2024,24/10/2024
354330,202410,12.383.013/0001-76,ASSOCIAÇÃO ACOLHIDA COM ESPERANÇA DA GRANDE SÃO PAULO,VIGENTE,2,30/07/2018,31/12/2024,24/10/2024
354890,202410,12.391.490/0001-83,ASSOCIACAO SAL DA TERRA - AST,VIGENTE,2,29/12/2020,31/12/2024,24/10/2024
500200,202410,01.239.173/0001-20,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,2,31/03/2020,31/12/2024,24/10/2024
353190,202410,01.239.962/0001-60,NUCLEO ASSISTENCIAL ANDRE LUIZ,VÁLIDA,1,01/04/2021,31/03/2024,24/10/2024
520870,202410,01.240.688/0001-40,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE GOIANIA,VIGENTE,2,01/01/2021,31/12/2024,24/10/2024
353510,202410,12.423.292/0001-54,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PALMARES PAULISTA,VIGENTE,2,02/02/2019,31/12/2025,24/10/2024
270240,202410,12.437.281/0001-23,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE,VIGENTE,2,30/07/2021,31/12/2027,24/10/2024
420910,202410,12.439.273/0001-16,INSTITUTO PRISCILA ZANETTE,VIGENTE,2,31/01/2021,31/12/2025,24/10/2024
310560,202410,12.446.110/0001-60,ASSOCIAÇÃO MARY JANE WILSON,VIGENTE,2,29/05/2018,31/12/2024,24/10/2024
270430,202410,12.450.268/0001-04,ASSOCIACAO PESTALOZZI DE MACEIO,VÁLIDA,1,09/02/2021,08/02/2024,24/10/2024
230650,202410,12.459.145/0001-34,CENTRO DE APOIO Á CRIANÇA,VIGENTE,2,24/01/2019,31/12/2025,24/10/2024
230840,202410,12.462.347/0001-35,ASSOCIAÇÃO COMUNITÁRIA DE ASSISTÊNCIA À FAMÍLIA - ACOAFA,VIGENTE,2,11/11/2021,10/11/2026,24/10/2024
352670,202410,12.484.331/0001-23,CASA BETANIA,VIGENTE,2,22/03/2022,31/12/2026,24/10/2024
320520,202410,12.487.918/0001-96,INSTITUTO SOCIAL ESPERANÇA - ISE,VIGENTE,2,01/06/2020,31/12/2026,24/10/2024
270930,202410,12.488.482/0001-50,ORGANIZAÇÃO MIRIM DE UNIÃO DOS PALMARES,VIGENTE,2,28/04/2018,31/12/2024,24/10/2024
270430,202410,12.498.937/0001-18,SERVIÇO DE PROMOÇÃO E BEM ESTAR COMUNITÁRIO,VÁLIDA,1,13/04/2021,12/04/2024,24/10/2024
270430,202410,12.517.900/0001-90,ASSOCIAÇÃO EDUCACIONAL E ASSISTENCIAL CASA DOS AMARELINHOS,VIGENTE,2,03/12/2018,31/12/2024,24/10/2024
352310,202410,01.252.605/0001-32,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAQUAQUECETUBA,VIGENTE,2,15/10/2020,31/12/2024,24/10/2024
352690,202410,12.535.685/0001-50,LAR UMA NOVA ESPERANÇA,VIGENTE,2,02/12/2018,31/12/2024,24/10/2024
431870,202410,12.546.737/0001-93,ASSOCIAÇÃO PARA O PROJETO AMOR - APRAMOR,VIGENTE,2,05/12/2019,31/12/2025,24/10/2024
230440,202410,12.621.205/0001-73,INSTITUTO POVO DO MAR - IPOM,VIGENTE,2,29/12/2020,31/12/2024,24/10/2024
520870,202410,01.262.799/0001-57,LAR DE JESUS,VIGENTE,2,01/04/2018,31/12/2024,24/10/2024
430910,202410,12.636.234/0001-09,ASSOCIACAO BRILHO DO SOL,VIGENTE,2,01/04/2018,31/12/2024,24/10/2024
240710,202410,12.641.072/0001-05,ASSOCIAÇÃO DE PAIS E AMIGOS  DOS EXCEPCIONAIS  - APAE DE MACAÍBA,VIGENTE,2,31/01/2021,31/12/2027,24/10/2024
353390,202410,12.647.352/0001-12,ASSOCIACAO BENEFICENTE CULTURAL E ASSISTENCIAL DE OLIMPIA,VIGENTE,2,31/10/2021,30/10/2026,24/10/2024
311370,202410,01.265.887/0001-02,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CARLOS CHAGAS,VIGENTE,2,01/04/2018,31/12/2024,24/10/2024
355030,202410,00.126.648/0001-09,CENTRO DE ASSISTENCIA SOCIAL REINO DA CRIANÇA,VIGENTE,2,29/09/2018,31/12/2024,24/10/2024
311750,202410,12.671.473/0001-08,CENTRO SOCIAL DE FORMAÇÃO E PROMOÇÃO HUMANA SÃO JOAQUIM - CEFORM,VIGENTE,2,26/04/2021,25/04/2026,24/10/2024
410640,202410,12.671.638/0001-33,INSTITUTO PLURAL,VIGENTE,2,30/09/2020,31/12/2024,24/10/2024
420060,202410,01.269.862/0001-87,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS A.MORNAS,VÁLIDA,1,21/12/2018,31/12/2022,24/10/2024
410400,202410,01.270.153/0001-11,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPINA GRANDE DO SUL,VIGENTE,2,20/03/2021,31/12/2027,24/10/2024
160060,202410,12.704.750/0001-23,ASSOCIAÇÃO CASA DA HOSPITALIDADE,VIGENTE,2,06/11/2021,31/12/2025,24/10/2024
210405,202410,12.707.633/0001-13,FUNDAÇÃO KHALEDY ENRIQUE NUNES MORAIS,VIGENTE,2,29/09/2018,31/12/2024,24/10/2024
351820,202410,12.746.312/0001-28,CASA ABRIGO NOSSO LAR,VIGENTE,2,28/04/2018,31/12/2024,24/10/2024
350550,202410,12.752.097/0001-78,INSTITUTO PRÓ FAMÍLIA,VIGENTE,2,11/05/2020,31/12/2024,24/10/2024
410320,202410,01.277.659/0001-52,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BOM SUCESSO,VIGENTE,2,09/07/2020,31/12/2026,24/10/2024
355440,202410,01.280.110/0001-17,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TERRA ROXA SP,VIGENTE,2,01/06/2020,31/12/2026,24/10/2024
260950,202410,12.813.226/0001-90,ASSOCIAÇÃO DAS MULHERES DE NAZARÉ DA MATA - AMUNAM,VIGENTE,2,24/05/2021,31/12/2027,24/10/2024
354020,202410,12.819.386/0001-47,ASSOSCIAÇÃO DE EQUOTERAPIA VASSOURAL,VIGENTE,2,05/08/2022,04/08/2025,24/10/2024
311800,202410,12.820.799/0001-41,ASSOCIAÇÃO RECICLANDO VIDAS,VIGENTE,2,31/08/2020,31/12/2024,24/10/2024
520870,202410,01.283.274/0001-06,CIRCULO DE APOIO À APRENDIZAGEM PROFISSIONAL DE GOIÂNIA,VIGENTE,2,24/07/2021,31/12/2025,24/10/2024
270030,202410,12.842.480/0001-17,ASSOCIACAO DOS AMIGOS E MORADORES DO BAIRRO BAIXAO,VIGENTE,2,26/04/2021,25/04/2026,24/10/2024
270430,202410,12.842.993/0001-28,ASSOCIAÇÃO DAS IRMAS FILHAS DO SAGRADO CORAÇÃO DE JESUS,VIGENTE,2,29/06/2020,31/12/2026,24/10/2024
270430,202410,12.843.033/0001-82,FUNCAE FUNDACAO CASA DO ESPECIAL,VIGENTE,2,08/12/2021,31/12/2025,24/10/2024
431490,202410,01.284.707/0001-30,KINDER CENTRO DE INTEGRAÇÃO DA CRIANÇA ESPECIAL,VÁLIDA,1,25/11/2019,31/12/2023,24/10/2024
316553,202410,12.851.097/0001-25,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SARZEDO - APAE,VIGENTE,2,03/03/2020,02/03/2025,24/10/2024
431690,202410,01.286.099/0001-00,CENTRO DE APOIO A CRIANCA COM CANCER,VÁLIDA,1,30/01/2019,31/12/2023,24/10/2024
312060,202410,01.286.108/0001-55,ASSOPOC ASSOCIAÇÃO DOS PROTETORES DAS PESSOAS CARENTES,VÁLIDA,1,28/02/2021,27/02/2024,24/10/2024
431410,202410,12.861.453/0001-91,ASSOCIAÇÃO DAS ENTIDADES DO PROJETO TRANSFORMAÇÃO,VIGENTE,2,02/12/2018,31/12/2024,24/10/2024
520870,202410,01.287.416/0001-03,ASSOCIAÇÃO PESTALOZZI DE GOIÂNIA,VÁLIDA,1,24/08/2021,23/08/2024,24/10/2024
354870,202410,12.876.633/0001-47,CENTRO SOCIAL MAXIMILIANO KOLBE,VÁLIDA,1,18/06/2019,31/12/2023,24/10/2024
351020,202410,12.881.416/0001-45,ASSOCIAÇÃO DE JESUS PARA AMPARO À PESSOA IDOSA,VIGENTE,2,30/01/2022,29/01/2027,24/10/2024
261000,202410,12.885.646/0001-82,AÇÃO SOCIAL PARÓQUIA PALMARES,VIGENTE,2,22/03/2022,31/12/2026,24/10/2024
420460,202410,12.927.890/0001-60,GRUPO DE PAIS E AMIGOS PELA UNIDADE INFANTOJUVENIL DE ONCO-HEMATOLOGIA,VIGENTE,2,26/04/2021,25/04/2026,24/10/2024
353760,202410,12.947.128/0001-46,ASSOCIAÇÃO PROJETO RELFE,VÁLIDA,1,31/10/2019,31/12/2023,24/10/2024
410840,202410,12.959.148/0001-37,MÃO AMIGA GRUPO BELTRONENSE DE PREVENÇÃO DO CÂNCER,VIGENTE,2,29/12/2020,31/12/2024,24/10/2024
240810,202410,12.978.003/0001-83,CENTRO EDUCACIONAL DOM BOSCO,VIGENTE,2,27/03/2021,31/12/2025,24/10/2024
353060,202410,01.297.854/0001-44,TRABALHO DE APOIO AO DEFICIENTE - TRADEF,VIGENTE,2,31/08/2020,31/12/2024,24/10/2024
432250,202410,13.002.546/0001-23,ONG PASSO AMIGO,VIGENTE,2,26/01/2020,31/12/2026,24/10/2024
130185,202410,13.009.104/0001-09,ASSOCIAÇÃO DE MULHERES RIBEIRINHA - CASA DE SARA,VIGENTE,2,28/08/2021,31/12/2027,24/10/2024
510320,202410,01.301.167/0001-55,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE COLIDER,VIGENTE,2,29/12/2020,31/12/2024,24/10/2024
350600,202410,01.302.177/0001-05,ASSOCIAÇÃO COMUNITÁRIA CANÁ,VIGENTE,2,30/07/2018,31/12/2024,24/10/2024
280030,202410,13.034.517/0001-43,SAME -LAR DE IDOSOS NOSSA SENHORA DA CONCEIÇÃO,VIGENTE,2,03/11/2021,02/11/2024,24/10/2024
280030,202410,13.039.391/0001-08,ORATÓRIO FESTIVO SÃO JOÃO BOSCO,VIGENTE,2,03/05/2020,31/12/2026,24/10/2024
280030,202410,13.042.817/0001-74,LAR INFANTIL CRISTO REDENTOR,VIGENTE,2,08/12/2021,31/12/2025,24/10/2024
280030,202410,13.046.636/0001-16,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARACAJU -  APAE,VIGENTE,2,30/01/2021,31/12/2025,24/10/2024
314670,202410,13.049.282/0001-63,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PALMA,VIGENTE,2,01/04/2018,31/12/2024,24/10/2024
292740,202410,13.056.999/0001-32,ASSOCIAÇÃO AÇÃO SOCIAL MOSTEIRO DO SALVADOR - AASMOS,VIGENTE,2,16/05/2023,15/05/2026,24/10/2024
411930,202410,01.307.475/0001-98,FUNDAÇÃO FRANCISCA MACHADO RIBEIRO - FOCO DE LUZ,VIGENTE,2,12/01/2020,31/12/2026,24/10/2024
350950,202410,01.307.771/0001-99,LAR BENEFICENTE SA DOUTRINA ESPIRITUAL DO SETIMO DIA,VIGENTE,2,28/04/2021,31/12/2025,24/10/2024
355030,202410,13.086.051/0001-20,INSTITUTO ESTRELA DO AMANHA,VÁLIDA,1,05/12/2019,31/12/2023,24/10/2024
430390,202410,13.097.800/0001-14,PROJETO CRIANÇA CIDADÃ,VIGENTE,2,21/10/2021,31/12/2025,24/10/2024
